,terms,log_prob
263,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[B,getLength,PM(""obj_obj"")]]",-5.545177444479562
264,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[K,getLength,obj]]",-5.545177444479562
265,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[B,[mulnn,num],PM(""obj_num"")]]",-6.238324625039507
266,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[K,[mulnn,num],num]]",-6.238324625039507
267,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[C,[B,mulnn,PM(""obj_num"")],num]]",-6.931471805599452
268,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[C,[K,mulnn,num],num]]",-6.931471805599452
269,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[S,[B,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
270,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[S,[K,mulnn,num],PM(""obj_num"")]]",-6.931471805599452
271,"[BC,[B,setEdge,[K,[setEdge,obj],num]],PM(""obj_num"")]",-4.852030263919617
272,"[BC,[B,setEdge,[K,[setEdge,obj],num]],[B,[addnn,num],PM(""obj_num"")]]",-6.238324625039507
273,"[BC,[B,setEdge,[K,[setEdge,obj],num]],[K,[addnn,num],num]]",-6.238324625039507
