exp_id,ix,condition,phase,trial,stripe,dot,segment,prediction,is_groundTruth
1,143,decon,B,7,4,0,3,12,1
1,143,decon,B,8,4,4,4,13,0
1,146,decon,A,1,0,0,3,3,0
1,146,decon,A,2,0,2,1,1,0
1,146,decon,A,3,2,1,3,3,0
1,146,decon,A,4,2,3,3,3,1
1,146,decon,A,5,3,2,3,3,0
1,146,decon,A,6,3,4,2,2,1
1,146,decon,A,7,4,0,3,5,0
1,146,decon,A,8,4,4,4,4,0
1,146,decon,B,1,0,0,3,3,0
1,146,decon,B,2,0,2,1,1,0
1,146,decon,B,3,2,1,3,3,0
1,146,decon,B,4,2,3,3,3,1
1,146,decon,B,5,3,2,3,3,0
1,146,decon,B,6,3,4,2,2,1
1,146,decon,B,7,4,0,3,5,0
1,146,decon,B,8,4,4,4,4,0
1,147,decon,A,1,0,0,3,0,1
1,147,decon,A,2,0,2,1,2,0
1,147,decon,A,3,2,1,3,1,0
1,147,decon,A,4,2,3,3,3,1
1,147,decon,A,5,3,2,3,4,0
1,147,decon,A,6,3,4,2,4,0
1,147,decon,A,7,4,0,3,4,0
1,147,decon,A,8,4,4,4,4,0
1,147,decon,B,1,0,0,3,0,1
1,147,decon,B,2,0,2,1,2,0
1,147,decon,B,3,2,1,3,2,0
1,147,decon,B,4,2,3,3,2,0
1,147,decon,B,5,3,2,3,3,0
1,147,decon,B,6,3,4,2,2,1
1,147,decon,B,7,4,0,3,4,0
1,147,decon,B,8,4,4,4,4,0
1,151,decon,A,1,0,0,3,3,0
1,151,decon,A,2,0,2,1,2,0
1,151,decon,A,3,2,1,3,1,0
1,151,decon,A,4,2,3,3,0,0
1,151,decon,A,5,3,2,3,1,0
1,151,decon,A,6,3,4,2,4,0
1,151,decon,A,7,4,0,3,3,0
1,151,decon,A,8,4,4,4,4,0
1,151,decon,B,1,0,0,3,0,1
1,151,decon,B,2,0,2,1,2,0
1,151,decon,B,3,2,1,3,1,0
1,151,decon,B,4,2,3,3,3,1
1,151,decon,B,5,3,2,3,5,0
1,151,decon,B,6,3,4,2,5,0
1,151,decon,B,7,4,0,3,2,0
1,151,decon,B,8,4,4,4,4,0
1,159,decon,A,1,0,0,3,3,0
1,159,decon,A,2,0,2,1,0,1
1,159,decon,A,3,2,1,3,3,0
1,159,decon,A,4,2,3,3,3,1
1,159,decon,A,5,3,2,3,2,0
1,159,decon,A,6,3,4,2,1,0
1,159,decon,A,7,4,0,3,2,0
1,159,decon,A,8,4,4,4,3,0
1,159,decon,B,1,0,0,3,3,0
1,159,decon,B,2,0,2,1,1,0
1,159,decon,B,3,2,1,3,6,0
1,159,decon,B,4,2,3,3,6,0
1,159,decon,B,5,3,2,3,1,0
1,159,decon,B,6,3,4,2,4,0
1,159,decon,B,7,4,0,3,0,0
1,159,decon,B,8,4,4,4,0,0
1,160,decon,A,1,0,0,3,3,0
1,160,decon,A,2,0,2,1,1,0
1,160,decon,A,3,2,1,3,4,0
1,160,decon,A,4,2,3,3,2,0
1,160,decon,A,5,3,2,3,4,0
1,160,decon,A,6,3,4,2,1,0
1,160,decon,A,7,4,0,3,6,0
1,160,decon,A,8,4,4,4,4,0
1,160,decon,B,1,0,0,3,3,0
1,160,decon,B,2,0,2,1,1,0
1,160,decon,B,3,2,1,3,4,0
1,160,decon,B,4,2,3,3,3,1
1,160,decon,B,5,3,2,3,4,0
1,160,decon,B,6,3,4,2,2,1
1,160,decon,B,7,4,0,3,12,1
1,160,decon,B,8,4,4,4,4,0
1,161,decon,A,1,0,0,3,1,0
1,161,decon,A,2,0,2,1,1,0
1,161,decon,A,3,2,1,3,2,0
1,161,decon,A,4,2,3,3,2,0
1,161,decon,A,5,3,2,3,4,0
1,161,decon,A,6,3,4,2,3,0
1,161,decon,A,7,4,0,3,3,0
1,161,decon,A,8,4,4,4,8,0
1,161,decon,B,1,0,0,3,0,1
1,161,decon,B,2,0,2,1,0,1
1,161,decon,B,3,2,1,3,6,0
1,161,decon,B,4,2,3,3,6,0
1,161,decon,B,5,3,2,3,9,0
1,161,decon,B,6,3,4,2,5,0
1,161,decon,B,7,4,0,3,12,1
1,161,decon,B,8,4,4,4,16,0
1,162,decon,A,1,0,0,3,3,0
1,162,decon,A,2,0,2,1,1,0
1,162,decon,A,3,2,1,3,4,0
1,162,decon,A,4,2,3,3,2,0
1,162,decon,A,5,3,2,3,2,0
1,162,decon,A,6,3,4,2,1,0
1,162,decon,A,7,4,0,3,0,0
1,162,decon,A,8,4,4,4,4,0
1,162,decon,B,1,0,0,3,3,0
1,162,decon,B,2,0,2,1,1,0
1,162,decon,B,3,2,1,3,5,1
1,162,decon,B,4,2,3,3,2,0
1,162,decon,B,5,3,2,3,7,1
1,162,decon,B,6,3,4,2,6,0
1,162,decon,B,7,4,0,3,12,1
1,162,decon,B,8,4,4,4,4,0
1,163,decon,A,1,0,0,3,3,0
1,163,decon,A,2,0,2,1,0,1
1,163,decon,A,3,2,1,3,4,0
1,163,decon,A,4,2,3,3,2,0
1,163,decon,A,5,3,2,3,4,0
1,163,decon,A,6,3,4,2,1,0
1,163,decon,A,7,4,0,3,5,0
1,163,decon,A,8,4,4,4,4,0
1,163,decon,B,1,0,0,3,3,0
1,163,decon,B,2,0,2,1,0,1
1,163,decon,B,3,2,1,3,3,0
1,163,decon,B,4,2,3,3,2,0
1,163,decon,B,5,3,2,3,3,0
1,163,decon,B,6,3,4,2,1,0
1,163,decon,B,7,4,0,3,5,0
1,163,decon,B,8,4,4,4,4,0
1,164,decon,A,1,0,0,3,0,1
1,164,decon,A,2,0,2,1,0,1
1,164,decon,A,3,2,1,3,1,0
1,164,decon,A,4,2,3,3,1,0
1,164,decon,A,5,3,2,3,0,0
1,164,decon,A,6,3,4,2,0,0
1,164,decon,A,7,4,0,3,0,0
1,164,decon,A,8,4,4,4,6,0
1,164,decon,B,1,0,0,3,0,1
1,164,decon,B,2,0,2,1,0,1
1,164,decon,B,3,2,1,3,5,1
1,164,decon,B,4,2,3,3,3,1
1,164,decon,B,5,3,2,3,7,1
1,164,decon,B,6,3,4,2,2,1
1,164,decon,B,7,4,0,3,12,1
1,164,decon,B,8,4,4,4,12,1
1,165,decon,A,1,0,0,3,3,0
1,165,decon,A,2,0,2,1,1,0
1,165,decon,A,3,2,1,3,2,0
1,165,decon,A,4,2,3,3,3,1
1,165,decon,A,5,3,2,3,1,0
1,165,decon,A,6,3,4,2,5,0
1,165,decon,A,7,4,0,3,0,0
1,165,decon,A,8,4,4,4,4,0
1,165,decon,B,1,0,0,3,0,1
1,165,decon,B,2,0,2,1,0,1
1,165,decon,B,3,2,1,3,5,1
1,165,decon,B,4,2,3,3,3,1
1,165,decon,B,5,3,2,3,7,1
1,165,decon,B,6,3,4,2,2,1
1,165,decon,B,7,4,0,3,12,1
1,165,decon,B,8,4,4,4,12,1
1,169,decon,A,1,0,0,3,0,1
1,169,decon,A,2,0,2,1,1,0
1,169,decon,A,3,2,1,3,4,0
1,169,decon,A,4,2,3,3,0,0
1,169,decon,A,5,3,2,3,3,0
1,169,decon,A,6,3,4,2,4,0
1,169,decon,A,7,4,0,3,3,0
1,169,decon,A,8,4,4,4,6,0
1,169,decon,B,1,0,0,3,0,1
1,169,decon,B,2,0,2,1,2,0
1,169,decon,B,3,2,1,3,8,0
1,169,decon,B,4,2,3,3,5,0
1,169,decon,B,5,3,2,3,3,0
1,169,decon,B,6,3,4,2,4,0
1,169,decon,B,7,4,0,3,5,0
1,169,decon,B,8,4,4,4,6,0
1,171,decon,A,1,0,0,3,3,0
1,171,decon,A,2,0,2,1,0,1
1,171,decon,A,3,2,1,3,4,0
1,171,decon,A,4,2,3,3,0,0
1,171,decon,A,5,3,2,3,5,0
1,171,decon,A,6,3,4,2,2,1
1,171,decon,A,7,4,0,3,3,0
1,171,decon,A,8,4,4,4,4,0
1,171,decon,B,1,0,0,3,3,0
1,171,decon,B,2,0,2,1,0,1
1,171,decon,B,3,2,1,3,4,0
1,171,decon,B,4,2,3,3,1,0
1,171,decon,B,5,3,2,3,5,0
1,171,decon,B,6,3,4,2,0,0
1,171,decon,B,7,4,0,3,5,0
1,171,decon,B,8,4,4,4,4,0
1,173,decon,A,1,0,0,3,3,0
1,173,decon,A,2,0,2,1,0,1
1,173,decon,A,3,2,1,3,4,0
1,173,decon,A,4,2,3,3,0,0
1,173,decon,A,5,3,2,3,4,0
1,173,decon,A,6,3,4,2,0,0
1,173,decon,A,7,4,0,3,4,0
1,173,decon,A,8,4,4,4,5,0
1,173,decon,B,1,0,0,3,0,1
1,173,decon,B,2,0,2,1,0,1
1,173,decon,B,3,2,1,3,5,1
1,173,decon,B,4,2,3,3,3,1
1,173,decon,B,5,3,2,3,7,1
1,173,decon,B,6,3,4,2,2,1
1,173,decon,B,7,4,0,3,12,1
1,173,decon,B,8,4,4,4,12,1
1,174,decon,A,1,0,0,3,3,0
1,174,decon,A,2,0,2,1,1,0
1,174,decon,A,3,2,1,3,4,0
1,174,decon,A,4,2,3,3,2,0
1,174,decon,A,5,3,2,3,2,0
1,174,decon,A,6,3,4,2,1,0
1,174,decon,A,7,4,0,3,4,0
1,174,decon,A,8,4,4,4,4,0
1,174,decon,B,1,0,0,3,3,0
1,174,decon,B,2,0,2,1,1,0
1,174,decon,B,3,2,1,3,6,0
1,174,decon,B,4,2,3,3,6,0
1,174,decon,B,5,3,2,3,9,0
1,174,decon,B,6,3,4,2,6,0
1,174,decon,B,7,4,0,3,15,0
1,174,decon,B,8,4,4,4,4,0
1,177,decon,A,1,0,0,3,3,0
1,177,decon,A,2,0,2,1,2,0
1,177,decon,A,3,2,1,3,2,0
1,177,decon,A,4,2,3,3,0,0
1,177,decon,A,5,3,2,3,2,0
1,177,decon,A,6,3,4,2,6,0
1,177,decon,A,7,4,0,3,3,0
1,177,decon,A,8,4,4,4,4,0
1,177,decon,B,1,0,0,3,3,0
1,177,decon,B,2,0,2,1,2,0
1,177,decon,B,3,2,1,3,3,0
1,177,decon,B,4,2,3,3,3,1
1,177,decon,B,5,3,2,3,6,0
1,177,decon,B,6,3,4,2,3,0
1,177,decon,B,7,4,0,3,4,0
1,177,decon,B,8,4,4,4,8,0
1,180,decon,A,1,0,0,3,0,1
1,180,decon,A,2,0,2,1,2,0
1,180,decon,A,3,2,1,3,1,0
1,180,decon,A,4,2,3,3,3,1
1,180,decon,A,5,3,2,3,2,0
1,180,decon,A,6,3,4,2,4,0
1,180,decon,A,7,4,0,3,0,0
1,180,decon,A,8,4,4,4,4,0
1,180,decon,B,1,0,0,3,0,1
1,180,decon,B,2,0,2,1,1,0
1,180,decon,B,3,2,1,3,5,1
1,180,decon,B,4,2,3,3,6,0
1,180,decon,B,5,3,2,3,7,1
1,180,decon,B,6,3,4,2,2,1
1,180,decon,B,7,4,0,3,12,1
1,180,decon,B,8,4,4,4,16,0
1,182,decon,A,1,0,0,3,1,0
1,182,decon,A,2,0,2,1,4,0
1,182,decon,A,3,2,1,3,5,1
1,182,decon,A,4,2,3,3,3,1
1,182,decon,A,5,3,2,3,6,0
1,182,decon,A,6,3,4,2,5,0
1,182,decon,A,7,4,0,3,1,0
1,182,decon,A,8,4,4,4,5,0
1,182,decon,B,1,0,0,3,6,0
1,182,decon,B,2,0,2,1,6,0
1,182,decon,B,3,2,1,3,3,0
1,182,decon,B,4,2,3,3,7,0
1,182,decon,B,5,3,2,3,4,0
1,182,decon,B,6,3,4,2,2,1
1,182,decon,B,7,4,0,3,5,0
1,182,decon,B,8,4,4,4,6,0
1,183,decon,A,1,0,0,3,3,0
1,183,decon,A,2,0,2,1,0,1
1,183,decon,A,3,2,1,3,2,0
1,183,decon,A,4,2,3,3,2,0
1,183,decon,A,5,3,2,3,2,0
1,183,decon,A,6,3,4,2,0,0
1,183,decon,A,7,4,0,3,6,0
1,183,decon,A,8,4,4,4,4,0
1,183,decon,B,1,0,0,3,3,0
1,183,decon,B,2,0,2,1,0,1
1,183,decon,B,3,2,1,3,4,0
1,183,decon,B,4,2,3,3,0,0
1,183,decon,B,5,3,2,3,3,0
1,183,decon,B,6,3,4,2,0,0
1,183,decon,B,7,4,0,3,12,1
1,183,decon,B,8,4,4,4,0,0
1,184,decon,A,1,0,0,3,4,0
1,184,decon,A,2,0,2,1,2,0
1,184,decon,A,3,2,1,3,4,0
1,184,decon,A,4,2,3,3,3,1
1,184,decon,A,5,3,2,3,4,0
1,184,decon,A,6,3,4,2,2,1
1,184,decon,A,7,4,0,3,4,0
1,184,decon,A,8,4,4,4,4,0
1,184,decon,B,1,0,0,3,0,1
1,184,decon,B,2,0,2,1,2,0
1,184,decon,B,3,2,1,3,4,0
1,184,decon,B,4,2,3,3,4,0
1,184,decon,B,5,3,2,3,3,0
1,184,decon,B,6,3,4,2,3,0
1,184,decon,B,7,4,0,3,8,0
1,184,decon,B,8,4,4,4,8,0
1,186,decon,A,1,0,0,3,0,1
1,186,decon,A,2,0,2,1,3,0
1,186,decon,A,3,2,1,3,1,0
1,186,decon,A,4,2,3,3,3,1
1,186,decon,A,5,3,2,3,1,0
1,186,decon,A,6,3,4,2,1,0
1,186,decon,A,7,4,0,3,7,0
1,186,decon,A,8,4,4,4,4,0
1,186,decon,B,1,0,0,3,0,1
1,186,decon,B,2,0,2,1,0,1
1,186,decon,B,3,2,1,3,5,1
1,186,decon,B,4,2,3,3,3,1
1,186,decon,B,5,3,2,3,7,1
1,186,decon,B,6,3,4,2,2,1
1,186,decon,B,7,4,0,3,12,1
1,186,decon,B,8,4,4,4,12,1
1,189,decon,A,1,0,0,3,3,0
1,189,decon,A,2,0,2,1,0,1
1,189,decon,A,3,2,1,3,4,0
1,189,decon,A,4,2,3,3,2,0
1,189,decon,A,5,3,2,3,4,0
1,189,decon,A,6,3,4,2,1,0
1,189,decon,A,7,4,0,3,5,0
1,189,decon,A,8,4,4,4,4,0
1,189,decon,B,1,0,0,3,0,1
1,189,decon,B,2,0,2,1,0,1
1,189,decon,B,3,2,1,3,5,1
1,189,decon,B,4,2,3,3,3,1
1,189,decon,B,5,3,2,3,7,1
1,189,decon,B,6,3,4,2,2,1
1,189,decon,B,7,4,0,3,12,1
1,189,decon,B,8,4,4,4,8,0
1,192,decon,A,1,0,0,3,3,0
1,192,decon,A,2,0,2,1,1,0
1,192,decon,A,3,2,1,3,3,0
1,192,decon,A,4,2,3,3,3,1
1,192,decon,A,5,3,2,3,5,0
1,192,decon,A,6,3,4,2,6,0
1,192,decon,A,7,4,0,3,3,0
1,192,decon,A,8,4,4,4,8,0
1,192,decon,B,1,0,0,3,0,1
1,192,decon,B,2,0,2,1,0,1
1,192,decon,B,3,2,1,3,5,1
1,192,decon,B,4,2,3,3,3,1
1,192,decon,B,5,3,2,3,7,1
1,192,decon,B,6,3,4,2,2,1
1,192,decon,B,7,4,0,3,12,1
1,192,decon,B,8,4,4,4,12,1
2,197,combine,A,1,0,0,3,3,0
2,197,combine,A,2,2,0,1,1,0
2,197,combine,A,3,1,2,3,2,0
2,197,combine,A,4,3,2,3,9,0
2,197,combine,A,5,2,3,3,12,0
2,197,combine,A,6,4,3,2,14,0
2,197,combine,A,7,0,4,3,7,0
2,197,combine,A,8,4,4,4,16,0
2,197,combine,B,1,0,0,3,3,0
2,197,combine,B,2,2,0,1,0,1
2,197,combine,B,3,1,2,3,4,0
2,197,combine,B,4,3,2,3,2,0
2,197,combine,B,5,2,3,3,4,0
2,197,combine,B,6,4,3,2,1,0
2,197,combine,B,7,0,4,3,7,0
2,197,combine,B,8,4,4,4,4,0
2,200,combine,A,1,0,0,3,0,1
2,200,combine,A,2,2,0,1,0,1
2,200,combine,A,3,1,2,3,3,0
2,200,combine,A,4,3,2,3,4,0
2,200,combine,A,5,2,3,3,4,0
2,200,combine,A,6,4,3,2,2,1
2,200,combine,A,7,0,4,3,5,0
2,200,combine,A,8,4,4,4,4,0
2,200,combine,B,1,0,0,3,3,0
2,200,combine,B,2,2,0,1,0,1
2,200,combine,B,3,1,2,3,4,0
2,200,combine,B,4,3,2,3,2,0
2,200,combine,B,5,2,3,3,3,0
2,200,combine,B,6,4,3,2,0,0
2,200,combine,B,7,0,4,3,5,0
2,200,combine,B,8,4,4,4,2,0
2,202,combine,A,1,0,0,3,0,1
2,202,combine,A,2,2,0,1,1,0
2,202,combine,A,3,1,2,3,3,0
2,202,combine,A,4,3,2,3,3,1
2,202,combine,A,5,2,3,3,4,0
2,202,combine,A,6,4,3,2,4,0
2,202,combine,A,7,0,4,3,5,0
2,202,combine,A,8,4,4,4,4,0
2,202,combine,B,1,0,0,3,3,0
2,202,combine,B,2,2,0,1,1,0
2,202,combine,B,3,1,2,3,1,0
2,202,combine,B,4,3,2,3,1,0
2,202,combine,B,5,2,3,3,2,0
2,202,combine,B,6,4,3,2,1,0
2,202,combine,B,7,0,4,3,3,0
2,202,combine,B,8,4,4,4,0,0
2,203,combine,A,1,0,0,3,0,1
2,203,combine,A,2,2,0,1,1,0
2,203,combine,A,3,1,2,3,6,0
2,203,combine,A,4,3,2,3,4,0
2,203,combine,A,5,2,3,3,3,0
2,203,combine,A,6,4,3,2,3,0
2,203,combine,A,7,0,4,3,6,0
2,203,combine,A,8,4,4,4,6,0
2,203,combine,B,1,0,0,3,0,1
2,203,combine,B,2,2,0,1,0,1
2,203,combine,B,3,1,2,3,3,0
2,203,combine,B,4,3,2,3,1,0
2,203,combine,B,5,2,3,3,1,0
2,203,combine,B,6,4,3,2,0,0
2,203,combine,B,7,0,4,3,6,0
2,203,combine,B,8,4,4,4,0,0
2,206,combine,A,1,0,0,3,1,0
2,206,combine,A,2,2,0,1,1,0
2,206,combine,A,3,1,2,3,3,0
2,206,combine,A,4,3,2,3,6,0
2,206,combine,A,5,2,3,3,7,1
2,206,combine,A,6,4,3,2,5,0
2,206,combine,A,7,0,4,3,6,0
2,206,combine,A,8,4,4,4,8,0
2,206,combine,B,1,0,0,3,3,0
2,206,combine,B,2,2,0,1,0,1
2,206,combine,B,3,1,2,3,5,1
2,206,combine,B,4,3,2,3,3,1
2,206,combine,B,5,2,3,3,3,0
2,206,combine,B,6,4,3,2,1,0
2,206,combine,B,7,0,4,3,12,1
2,206,combine,B,8,4,4,4,12,1
2,212,combine,A,1,0,0,3,0,1
2,212,combine,A,2,2,0,1,0,1
2,212,combine,A,3,1,2,3,6,0
2,212,combine,A,4,3,2,3,6,0
2,212,combine,A,5,2,3,3,9,0
2,212,combine,A,6,4,3,2,6,0
2,212,combine,A,7,0,4,3,12,1
2,212,combine,A,8,4,4,4,16,0
2,212,combine,B,1,0,0,3,3,0
2,212,combine,B,2,2,0,1,0,1
2,212,combine,B,3,1,2,3,2,0
2,212,combine,B,4,3,2,3,0,0
2,212,combine,B,5,2,3,3,1,0
2,212,combine,B,6,4,3,2,0,0
2,212,combine,B,7,0,4,3,3,0
2,212,combine,B,8,4,4,4,0,0
2,217,combine,A,1,0,0,3,0,1
2,217,combine,A,2,2,0,1,0,1
2,217,combine,A,3,1,2,3,6,0
2,217,combine,A,4,3,2,3,6,0
2,217,combine,A,5,2,3,3,9,0
2,217,combine,A,6,4,3,2,6,0
2,217,combine,A,7,0,4,3,12,1
2,217,combine,A,8,4,4,4,16,0
2,217,combine,B,1,0,0,3,0,1
2,217,combine,B,2,2,0,1,0,1
2,217,combine,B,3,1,2,3,5,1
2,217,combine,B,4,3,2,3,3,1
2,217,combine,B,5,2,3,3,7,1
2,217,combine,B,6,4,3,2,2,1
2,217,combine,B,7,0,4,3,12,1
2,217,combine,B,8,4,4,4,12,1
2,221,combine,A,1,0,0,3,0,1
2,221,combine,A,2,2,0,1,2,0
2,221,combine,A,3,1,2,3,9,0
2,221,combine,A,4,3,2,3,15,0
2,221,combine,A,5,2,3,3,15,0
2,221,combine,A,6,4,3,2,14,0
2,221,combine,A,7,0,4,3,12,1
2,221,combine,A,8,4,4,4,16,0
2,221,combine,B,1,0,0,3,0,1
2,221,combine,B,2,2,0,1,0,1
2,221,combine,B,3,1,2,3,5,1
2,221,combine,B,4,3,2,3,3,1
2,221,combine,B,5,2,3,3,7,1
2,221,combine,B,6,4,3,2,2,1
2,221,combine,B,7,0,4,3,12,1
2,221,combine,B,8,4,4,4,12,1
2,226,combine,A,1,0,0,3,0,1
2,226,combine,A,2,2,0,1,0,1
2,226,combine,A,3,1,2,3,6,0
2,226,combine,A,4,3,2,3,6,0
2,226,combine,A,5,2,3,3,9,0
2,226,combine,A,6,4,3,2,6,0
2,226,combine,A,7,0,4,3,12,1
2,226,combine,A,8,4,4,4,16,0
2,226,combine,B,1,0,0,3,0,1
2,226,combine,B,2,2,0,1,0,1
2,226,combine,B,3,1,2,3,5,1
2,226,combine,B,4,3,2,3,3,1
2,226,combine,B,5,2,3,3,8,0
2,226,combine,B,6,4,3,2,2,1
2,226,combine,B,7,0,4,3,12,1
2,226,combine,B,8,4,4,4,12,1
2,232,combine,A,1,0,0,3,3,0
2,232,combine,A,2,2,0,1,1,0
2,232,combine,A,3,1,2,3,5,1
2,232,combine,A,4,3,2,3,5,0
2,232,combine,A,5,2,3,3,4,0
2,232,combine,A,6,4,3,2,4,0
2,232,combine,A,7,0,4,3,5,0
2,232,combine,A,8,4,4,4,6,0
2,232,combine,B,1,0,0,3,3,0
2,232,combine,B,2,2,0,1,0,1
2,232,combine,B,3,1,2,3,4,0
2,232,combine,B,4,3,2,3,2,0
2,232,combine,B,5,2,3,3,3,0
2,232,combine,B,6,4,3,2,0,0
2,232,combine,B,7,0,4,3,5,0
2,232,combine,B,8,4,4,4,2,0
2,234,combine,A,1,0,0,3,1,0
2,234,combine,A,2,2,0,1,3,0
2,234,combine,A,3,1,2,3,4,0
2,234,combine,A,4,3,2,3,6,0
2,234,combine,A,5,2,3,3,11,0
2,234,combine,A,6,4,3,2,9,0
2,234,combine,A,7,0,4,3,12,1
2,234,combine,A,8,4,4,4,7,0
2,234,combine,B,1,0,0,3,3,0
2,234,combine,B,2,2,0,1,0,1
2,234,combine,B,3,1,2,3,5,1
2,234,combine,B,4,3,2,3,3,1
2,234,combine,B,5,2,3,3,7,1
2,234,combine,B,6,4,3,2,2,1
2,234,combine,B,7,0,4,3,12,1
2,234,combine,B,8,4,4,4,12,1
2,236,combine,A,1,0,0,3,3,0
2,236,combine,A,2,2,0,1,1,0
2,236,combine,A,3,1,2,3,6,0
2,236,combine,A,4,3,2,3,6,0
2,236,combine,A,5,2,3,3,9,0
2,236,combine,A,6,4,3,2,6,0
2,236,combine,A,7,0,4,3,12,1
2,236,combine,A,8,4,4,4,8,0
2,236,combine,B,1,0,0,3,3,0
2,236,combine,B,2,2,0,1,1,0
2,236,combine,B,3,1,2,3,2,0
2,236,combine,B,4,3,2,3,1,0
2,236,combine,B,5,2,3,3,1,0
2,236,combine,B,6,4,3,2,0,0
2,236,combine,B,7,0,4,3,12,1
2,236,combine,B,8,4,4,4,1,0
2,237,combine,A,1,0,0,3,0,1
2,237,combine,A,2,2,0,1,0,1
2,237,combine,A,3,1,2,3,6,0
2,237,combine,A,4,3,2,3,6,0
2,237,combine,A,5,2,3,3,9,0
2,237,combine,A,6,4,3,2,6,0
2,237,combine,A,7,0,4,3,12,1
2,237,combine,A,8,4,4,4,16,0
2,237,combine,B,1,0,0,3,0,1
2,237,combine,B,2,2,0,1,0,1
2,237,combine,B,3,1,2,3,5,1
2,237,combine,B,4,3,2,3,3,1
2,237,combine,B,5,2,3,3,7,1
2,237,combine,B,6,4,3,2,2,1
2,237,combine,B,7,0,4,3,12,1
2,237,combine,B,8,4,4,4,12,1
2,248,combine,A,1,0,0,3,3,0
2,248,combine,A,2,2,0,1,1,0
2,248,combine,A,3,1,2,3,5,1
2,248,combine,A,4,3,2,3,3,1
2,248,combine,A,5,2,3,3,5,0
2,248,combine,A,6,4,3,2,2,1
2,248,combine,A,7,0,4,3,7,0
2,248,combine,A,8,4,4,4,7,0
2,248,combine,B,1,0,0,3,3,0
2,248,combine,B,2,2,0,1,0,1
2,248,combine,B,3,1,2,3,2,0
2,248,combine,B,4,3,2,3,0,0
2,248,combine,B,5,2,3,3,1,0
2,248,combine,B,6,4,3,2,0,0
2,248,combine,B,7,0,4,3,6,0
2,248,combine,B,8,4,4,4,0,0
2,250,combine,A,1,0,0,3,0,1
2,250,combine,A,2,2,0,1,1,0
2,250,combine,A,3,1,2,3,6,0
2,250,combine,A,4,3,2,3,6,0
2,250,combine,A,5,2,3,3,9,0
2,250,combine,A,6,4,3,2,6,0
2,250,combine,A,7,0,4,3,12,1
2,250,combine,A,8,4,4,4,16,0
2,250,combine,B,1,0,0,3,3,0
2,250,combine,B,2,2,0,1,0,1
2,250,combine,B,3,1,2,3,5,1
2,250,combine,B,4,3,2,3,3,1
2,250,combine,B,5,2,3,3,7,1
2,250,combine,B,6,4,3,2,2,1
2,250,combine,B,7,0,4,3,12,1
2,250,combine,B,8,4,4,4,12,1
2,252,combine,A,1,0,0,3,3,0
2,252,combine,A,2,2,0,1,1,0
2,252,combine,A,3,1,2,3,6,0
2,252,combine,A,4,3,2,3,6,0
2,252,combine,A,5,2,3,3,5,0
2,252,combine,A,6,4,3,2,4,0
2,252,combine,A,7,0,4,3,7,0
2,252,combine,A,8,4,4,4,7,0
2,252,combine,B,1,0,0,3,3,0
2,252,combine,B,2,2,0,1,1,0
2,252,combine,B,3,1,2,3,2,0
2,252,combine,B,4,3,2,3,1,0
2,252,combine,B,5,2,3,3,1,0
2,252,combine,B,6,4,3,2,1,0
2,252,combine,B,7,0,4,3,5,0
2,252,combine,B,8,4,4,4,1,0
2,253,combine,A,1,0,0,3,3,0
2,253,combine,A,2,2,0,1,1,0
2,253,combine,A,3,1,2,3,5,1
2,253,combine,A,4,3,2,3,3,1
2,253,combine,A,5,2,3,3,3,0
2,253,combine,A,6,4,3,2,2,1
2,253,combine,A,7,0,4,3,7,0
2,253,combine,A,8,4,4,4,4,0
2,253,combine,B,1,0,0,3,3,0
2,253,combine,B,2,2,0,1,1,0
2,253,combine,B,3,1,2,3,5,1
2,253,combine,B,4,3,2,3,3,1
2,253,combine,B,5,2,3,3,7,1
2,253,combine,B,6,4,3,2,2,1
2,253,combine,B,7,0,4,3,12,1
2,253,combine,B,8,4,4,4,12,1
2,254,combine,A,1,0,0,3,3,0
2,254,combine,A,2,2,0,1,1,0
2,254,combine,A,3,1,2,3,5,1
2,254,combine,A,4,3,2,3,5,0
2,254,combine,A,5,2,3,3,5,0
2,254,combine,A,6,4,3,2,4,0
2,254,combine,A,7,0,4,3,5,0
2,254,combine,A,8,4,4,4,6,0
2,254,combine,B,1,0,0,3,3,0
2,254,combine,B,2,2,0,1,1,0
2,254,combine,B,3,1,2,3,3,0
2,254,combine,B,4,3,2,3,1,0
2,254,combine,B,5,2,3,3,2,0
2,254,combine,B,6,4,3,2,1,0
2,254,combine,B,7,0,4,3,4,0
2,254,combine,B,8,4,4,4,1,0
2,255,combine,A,1,0,0,3,0,1
2,255,combine,A,2,2,0,1,0,1
2,255,combine,A,3,1,2,3,6,0
2,255,combine,A,4,3,2,3,6,0
2,255,combine,A,5,2,3,3,9,0
2,255,combine,A,6,4,3,2,6,0
2,255,combine,A,7,0,4,3,12,1
2,255,combine,A,8,4,4,4,16,0
2,255,combine,B,1,0,0,3,0,1
2,255,combine,B,2,2,0,1,0,1
2,255,combine,B,3,1,2,3,5,1
2,255,combine,B,4,3,2,3,3,1
2,255,combine,B,5,2,3,3,7,1
2,255,combine,B,6,4,3,2,2,1
2,255,combine,B,7,0,4,3,12,1
2,255,combine,B,8,4,4,4,12,1
2,256,combine,A,1,0,0,3,3,0
2,256,combine,A,2,2,0,1,1,0
2,256,combine,A,3,1,2,3,5,1
2,256,combine,A,4,3,2,3,5,0
2,256,combine,A,5,2,3,3,4,0
2,256,combine,A,6,4,3,2,4,0
